age,job,marital,education,balance,housing,loan,y
41,technician,married,secondary,-366,yes,yes,no
29,student,single,secondary,209,yes,no,no
38,admin.,single,secondary,221,yes,no,no
44,self-employed,divorced,tertiary,4,yes,no,no
39,admin.,married,secondary,104,yes,no,no
28,technician,single,secondary,312,yes,no,no
33,blue-collar,married,secondary,-349,yes,no,no
41,services,married,unknown,4,no,no,no
40,blue-collar,married,primary,-322,yes,yes,no
29,admin.,married,secondary,-150,yes,no,no
38,management,married,unknown,1349,yes,no,no
32,admin.,married,tertiary,281,yes,no,no
45,services,married,secondary,1259,yes,no,no
33,admin.,single,secondary,101,yes,no,no
34,blue-collar,married,secondary,848,yes,no,no
41,entrepreneur,married,unknown,89,yes,no,no
41,blue-collar,married,secondary,140,yes,no,no
35,admin.,single,secondary,148,yes,no,no
40,technician,single,secondary,200,yes,no,no
60,self-employed,married,primary,46,yes,no,no
47,services,divorced,secondary,201,yes,no,no
46,blue-collar,married,primary,530,yes,no,no
31,blue-collar,single,secondary,0,yes,no,no
49,self-employed,married,secondary,1,yes,no,no
29,blue-collar,married,secondary,43,yes,no,no
31,management,single,tertiary,-173,yes,no,no
38,management,married,tertiary,389,yes,no,no
37,blue-collar,married,primary,215,yes,yes,no
35,technician,married,secondary,-131,yes,no,no
31,management,single,secondary,783,yes,no,no
41,admin.,married,secondary,0,yes,no,no
46,services,married,unknown,80,yes,no,no
40,services,divorced,secondary,105,yes,no,no
29,admin.,married,secondary,182,yes,yes,no
49,admin.,married,secondary,82,yes,no,no
0,management,married,tertiary,0,yes,no,no
54,services,married,secondary,510,yes,no,no
40,management,single,tertiary,242,yes,no,no
53,admin.,married,secondary,244,yes,yes,no
49,management,married,tertiary,92,yes,no,no
40,blue-collar,married,primary,0,yes,no,no
29,student,single,secondary,948,yes,no,no
36,blue-collar,married,primary,23,yes,no,no
37,technician,married,secondary,710,yes,no,no
39,services,married,secondary,1205,yes,no,no
36,technician,married,secondary,368,yes,yes,yes
44,entrepreneur,married,tertiary,1631,yes,no,no
40,admin.,married,secondary,6,yes,no,no
49,blue-collar,married,secondary,26,yes,no,no
30,technician,single,unknown,-48,yes,no,no
57,management,married,tertiary,2142,yes,no,no
24,services,single,secondary,77,yes,yes,no
46,blue-collar,married,unknown,401,yes,no,no
33,admin.,married,secondary,21,no,no,no
43,services,divorced,secondary,0,yes,no,no
43,admin.,single,secondary,-497,yes,no,no
40,blue-collar,divorced,primary,369,no,no,no
44,technician,single,unknown,78,yes,no,no
35,technician,single,tertiary,226,yes,yes,no
47,technician,married,secondary,503,yes,no,no
33,blue-collar,married,secondary,372,yes,no,no
31,admin.,married,secondary,0,yes,yes,no
40,blue-collar,divorced,secondary,0,yes,no,no
36,entrepreneur,married,tertiary,125,yes,no,no
56,retired,divorced,primary,4,yes,no,no
40,admin.,single,unknown,419,yes,no,no
41,admin.,divorced,secondary,322,yes,no,no
53,retired,married,secondary,303,yes,no,no
39,blue-collar,married,secondary,607,yes,no,no
44,blue-collar,divorced,secondary,579,yes,no,no
38,admin.,married,secondary,3047,yes,no,no
54,technician,divorced,secondary,83,yes,no,no
58,management,married,tertiary,68,yes,no,no
52,blue-collar,married,primary,58,yes,no,no
28,admin.,single,secondary,251,yes,no,no
36,blue-collar,married,secondary,688,yes,no,no
60,retired,married,primary,364,yes,no,no
42,services,divorced,secondary,55,yes,no,no
42,admin.,married,secondary,101,yes,no,no
44,management,married,tertiary,105,yes,no,no
51,blue-collar,divorced,primary,325,yes,no,no
49,blue-collar,married,primary,198,yes,no,no
47,entrepreneur,married,unknown,209,yes,no,no
37,blue-collar,married,secondary,183,yes,no,no
34,management,married,tertiary,105,yes,no,no
35,services,married,secondary,109,yes,no,no
35,blue-collar,single,secondary,376,yes,yes,no
40,blue-collar,married,primary,-7,yes,no,no
55,technician,married,secondary,0,no,no,no
55,retired,married,secondary,143,yes,no,no
35,management,single,tertiary,550,yes,no,no
57,blue-collar,married,primary,162,yes,no,no
53,management,married,tertiary,115,yes,no,no
41,blue-collar,married,primary,512,yes,no,no
57,blue-collar,married,unknown,807,yes,no,no
45,blue-collar,married,unknown,248,yes,no,no
43,blue-collar,married,primary,1211,yes,no,no
56,self-employed,married,unknown,7,no,no,no
31,entrepreneur,married,tertiary,281,yes,no,no
37,blue-collar,single,secondary,88,yes,no,no
30,management,married,tertiary,32,yes,no,no
30,admin.,single,secondary,115,yes,no,no
54,blue-collar,married,secondary,254,yes,no,no
36,management,married,tertiary,144,yes,no,no
55,unemployed,married,tertiary,383,no,no,no
37,admin.,single,secondary,569,yes,yes,no
38,housemaid,married,secondary,0,yes,no,no
48,admin.,married,secondary,3754,yes,no,no
55,housemaid,divorced,tertiary,6920,yes,no,no
59,services,married,secondary,307,yes,yes,no
37,technician,married,secondary,-421,yes,no,no
33,blue-collar,divorced,secondary,60,no,no,no
44,blue-collar,married,primary,67,yes,no,no
57,technician,married,secondary,402,yes,no,no
30,self-employed,single,tertiary,800,no,no,no
42,technician,married,tertiary,239,yes,yes,no
51,blue-collar,divorced,secondary,421,yes,no,no
44,admin.,divorced,secondary,161,yes,no,no
46,technician,married,secondary,289,no,no,no
29,student,single,secondary,110,yes,no,no
39,blue-collar,married,primary,245,yes,no,no
42,services,married,secondary,0,yes,no,no
50,blue-collar,married,primary,156,yes,no,no
42,technician,single,secondary,0,yes,no,no
39,admin.,married,secondary,20,yes,no,no
55,technician,single,tertiary,92,yes,no,no
46,services,married,secondary,89,yes,no,no
42,blue-collar,married,secondary,166,yes,no,no
45,management,married,tertiary,103,yes,no,no
43,blue-collar,married,primary,-454,yes,no,no
42,admin.,married,secondary,445,yes,no,no
30,admin.,married,secondary,4,no,no,no
47,blue-collar,married,secondary,1001,yes,no,no
51,services,divorced,secondary,-69,yes,no,no
38,technician,single,secondary,42,yes,no,no
57,technician,married,unknown,1617,yes,no,no
42,management,divorced,tertiary,221,yes,no,no
32,technician,divorced,secondary,210,yes,yes,no
46,management,married,tertiary,0,no,no,no
29,student,single,tertiary,185,yes,no,no
59,retired,married,secondary,836,yes,no,no
32,blue-collar,single,secondary,301,yes,no,no
44,blue-collar,married,primary,503,yes,no,no
40,retired,married,primary,407,yes,no,no
31,blue-collar,single,secondary,53,yes,no,no
46,self-employed,married,tertiary,2303,yes,no,no
43,management,married,tertiary,144,yes,no,no
34,services,married,secondary,205,yes,no,no
39,management,married,tertiary,305,yes,no,no
30,blue-collar,divorced,secondary,251,yes,yes,no
56,retired,married,secondary,0,yes,no,no
29,technician,married,secondary,8,no,no,no
40,blue-collar,divorced,secondary,139,yes,no,no
36,services,married,secondary,184,yes,no,no
37,blue-collar,single,secondary,238,yes,no,no
35,admin.,married,secondary,0,no,no,no
35,blue-collar,married,primary,0,yes,no,no
47,services,married,primary,222,yes,no,no
31,services,married,secondary,414,yes,no,no
56,retired,single,primary,223,yes,no,no
57,technician,married,secondary,197,no,no,no
36,blue-collar,married,secondary,-251,yes,no,no
45,self-employed,divorced,secondary,-139,yes,no,no
47,blue-collar,married,unknown,733,yes,no,no
29,technician,single,tertiary,0,yes,no,no
57,services,married,secondary,1,no,no,no
45,blue-collar,married,primary,97,yes,no,no
31,blue-collar,single,primary,435,yes,no,no
31,management,divorced,tertiary,0,yes,no,no
37,technician,single,tertiary,147,no,no,no
30,technician,single,tertiary,3,yes,no,no
58,services,divorced,secondary,1109,yes,yes,no
33,services,married,secondary,404,yes,no,no
39,blue-collar,married,primary,981,yes,no,no
33,blue-collar,single,primary,95,yes,no,no
34,services,married,secondary,302,yes,no,no
36,services,divorced,secondary,-290,yes,yes,no
37,services,single,secondary,259,yes,no,no
35,blue-collar,married,secondary,527,yes,yes,no
55,retired,married,secondary,102,yes,no,no
34,management,single,tertiary,872,yes,no,no
40,management,divorced,tertiary,490,yes,no,no
42,blue-collar,single,primary,19,yes,no,no
37,blue-collar,married,secondary,16,yes,no,no
42,management,married,tertiary,386,yes,no,no
35,technician,single,secondary,539,yes,no,no
44,technician,divorced,secondary,-329,yes,no,no
30,services,single,secondary,-174,yes,no,no
45,entrepreneur,married,secondary,68,yes,no,no
35,blue-collar,single,unknown,-532,yes,no,no
36,admin.,divorced,secondary,0,yes,no,no
49,blue-collar,married,secondary,64,yes,no,no
31,blue-collar,single,secondary,1415,yes,no,no
31,technician,single,secondary,147,yes,no,no
39,blue-collar,married,secondary,72,yes,no,no
37,services,single,secondary,-196,yes,no,no
33,blue-collar,married,primary,716,yes,no,no
37,management,married,tertiary,0,yes,no,no
42,services,married,secondary,-246,yes,no,no
56,blue-collar,married,secondary,-203,yes,no,no
37,admin.,single,secondary,245,yes,yes,yes
36,services,single,secondary,342,yes,no,no
29,technician,single,tertiary,3,yes,no,no
54,management,married,tertiary,-248,yes,yes,no
38,blue-collar,married,secondary,376,yes,no,no
43,blue-collar,divorced,secondary,370,yes,no,no
47,admin.,single,secondary,594,yes,no,no
47,blue-collar,married,secondary,387,yes,no,no
38,services,married,secondary,208,yes,no,no
40,blue-collar,married,secondary,563,yes,no,no
33,services,divorced,secondary,392,yes,yes,no
33,retired,married,secondary,165,no,no,no
53,admin.,divorced,unknown,236,yes,no,no
37,services,married,primary,52,yes,no,no
40,management,single,tertiary,1265,yes,no,no
37,blue-collar,married,primary,693,yes,no,no
35,technician,married,secondary,118,yes,no,no
49,blue-collar,married,primary,3659,yes,no,no
26,blue-collar,single,secondary,24,yes,no,no
38,management,single,tertiary,673,yes,no,no
52,self-employed,married,secondary,273,no,no,no
33,services,divorced,secondary,327,yes,no,no
31,admin.,single,secondary,299,yes,no,no
32,blue-collar,married,secondary,0,yes,no,no
35,blue-collar,single,primary,109,yes,no,no
55,management,divorced,tertiary,552,no,no,no
32,blue-collar,divorced,primary,473,yes,no,no
37,unknown,single,unknown,414,yes,no,no
45,blue-collar,married,secondary,154,yes,no,yes
31,technician,married,secondary,344,yes,no,no
38,admin.,married,secondary,8,yes,no,no
37,services,married,secondary,78,yes,no,no
38,blue-collar,married,secondary,266,yes,no,no
33,housemaid,married,tertiary,98,yes,yes,no
38,blue-collar,married,primary,83,yes,no,no
37,management,single,tertiary,45,yes,no,no
29,unemployed,married,tertiary,8,yes,no,no
42,management,married,tertiary,263,yes,no,no
40,blue-collar,married,secondary,306,yes,no,no
32,management,married,tertiary,233,yes,no,no
47,management,divorced,tertiary,447,no,yes,no
29,student,single,secondary,872,yes,no,no
53,services,divorced,primary,-291,yes,yes,yes
31,services,married,tertiary,309,yes,yes,no
59,blue-collar,married,secondary,202,yes,no,no
29,entrepreneur,married,primary,56,yes,yes,no
59,blue-collar,married,primary,229,yes,yes,no
44,blue-collar,married,primary,143,yes,no,no
38,admin.,single,secondary,100,yes,no,yes
49,admin.,married,secondary,326,yes,no,no
43,blue-collar,married,secondary,167,yes,no,no
52,admin.,single,secondary,545,yes,no,no
40,admin.,married,secondary,2100,yes,yes,no
32,services,married,secondary,0,yes,yes,no
47,admin.,married,primary,192,yes,no,no
33,management,married,tertiary,442,yes,no,no
35,management,married,tertiary,267,yes,no,no
27,services,single,secondary,0,yes,no,no
50,blue-collar,married,primary,377,yes,no,no
44,retired,married,secondary,7624,no,no,no
43,self-employed,married,primary,66,yes,no,no
51,blue-collar,married,unknown,37,yes,no,no
32,admin.,single,secondary,64,yes,no,no
47,management,divorced,tertiary,34,yes,no,no
34,admin.,divorced,secondary,627,yes,no,no
57,self-employed,married,primary,1013,yes,no,no
43,admin.,single,secondary,140,yes,no,no
40,services,single,tertiary,8823,yes,no,no
28,blue-collar,single,secondary,97,yes,no,no
38,blue-collar,married,unknown,5,yes,no,no
37,unemployed,divorced,secondary,74,yes,no,no
44,admin.,married,secondary,58544,yes,no,no
41,technician,married,secondary,169,yes,no,no
37,self-employed,married,tertiary,444,yes,no,no
30,services,single,tertiary,542,yes,no,no
32,blue-collar,married,secondary,-205,yes,no,no
30,management,single,tertiary,112,yes,no,no
35,services,married,secondary,39,no,no,no
55,blue-collar,married,secondary,1268,yes,no,no
52,blue-collar,married,secondary,-98,yes,no,no
33,admin.,married,secondary,44,yes,yes,no
55,retired,married,primary,-90,yes,yes,no
33,blue-collar,married,secondary,0,no,no,no
40,blue-collar,married,secondary,-94,yes,yes,no
39,blue-collar,married,secondary,-99999,yes,no,no
54,blue-collar,married,secondary,-932,yes,no,no
39,blue-collar,married,primary,20,yes,no,no
49,blue-collar,married,secondary,90,yes,no,no
52,admin.,married,secondary,31,yes,no,no
27,management,single,tertiary,134,yes,yes,no
26,services,married,secondary,0,yes,no,no
40,blue-collar,married,secondary,61,yes,no,no
47,blue-collar,married,secondary,-5,yes,no,no
31,services,single,secondary,-45,no,no,no
53,blue-collar,single,secondary,156,yes,yes,no
31,services,married,secondary,564,yes,no,no
33,admin.,married,secondary,-6,yes,no,no
35,services,married,secondary,528,no,no,no
46,entrepreneur,married,unknown,1481,yes,no,no
31,management,married,secondary,2019,no,no,no
35,technician,single,secondary,1855,yes,no,no
29,management,married,secondary,147,yes,yes,no
51,technician,married,secondary,220,yes,no,no
33,blue-collar,married,primary,198,yes,no,no
37,management,married,tertiary,115,no,no,no
43,admin.,single,unknown,87,yes,no,no
42,technician,married,tertiary,644,yes,no,no
28,blue-collar,married,secondary,225,yes,yes,no
57,retired,married,secondary,502,yes,no,no
38,services,married,secondary,-32,yes,no,no
39,blue-collar,married,primary,106,yes,no,no
36,technician,married,tertiary,301,yes,no,no
57,retired,married,tertiary,906,yes,no,no
44,management,married,unknown,187,yes,no,no
48,services,divorced,secondary,852,yes,yes,no
46,blue-collar,married,primary,143,yes,no,no
43,admin.,married,secondary,71,no,no,no
49,services,married,secondary,1496,yes,no,no
29,services,single,secondary,703,yes,no,no
53,blue-collar,married,secondary,732,yes,no,no
30,services,single,secondary,21,yes,no,no
41,management,divorced,secondary,276,yes,no,no
33,technician,married,secondary,0,yes,no,no
47,blue-collar,married,primary,550,yes,no,no
58,retired,married,secondary,268,yes,no,no
31,unemployed,married,secondary,-825,yes,no,no
38,admin.,single,secondary,137,yes,yes,no
60,retired,married,secondary,42,yes,yes,no
33,management,single,tertiary,54,no,no,no
33,unemployed,single,tertiary,1716,yes,no,no
52,admin.,married,primary,270,yes,no,no
42,blue-collar,married,primary,803,yes,no,no
30,technician,single,secondary,102,yes,no,no
33,entrepreneur,divorced,tertiary,188,yes,no,no
46,admin.,divorced,secondary,207,yes,no,no
51,blue-collar,married,primary,1466,yes,no,no
40,unemployed,single,secondary,350,yes,no,no
50,admin.,married,secondary,159,yes,no,no
42,entrepreneur,married,tertiary,157,yes,yes,no
38,technician,married,secondary,0,no,no,no
36,admin.,single,primary,91,yes,no,no
37,unemployed,divorced,primary,849,yes,no,no
33,management,married,tertiary,436,yes,no,no
38,blue-collar,single,secondary,-1,yes,no,no
52,blue-collar,married,tertiary,297,yes,no,no
29,blue-collar,married,secondary,313,yes,yes,no
37,blue-collar,married,primary,310,yes,no,no
34,admin.,married,secondary,475,yes,no,no
43,blue-collar,married,primary,61,yes,no,no
49,services,married,secondary,1377,yes,no,no
33,technician,single,secondary,56,no,no,no
47,admin.,married,unknown,0,yes,no,no
50,technician,married,secondary,73,no,no,no
30,blue-collar,single,primary,660,yes,no,no
44,services,married,primary,-79,yes,no,no
44,blue-collar,divorced,secondary,558,yes,no,no
30,services,single,secondary,342,yes,no,no
40,blue-collar,married,unknown,-4,yes,no,no
41,blue-collar,married,unknown,225,yes,no,no
34,blue-collar,married,primary,267,yes,no,no
53,services,married,primary,46,yes,no,no
35,blue-collar,married,primary,624,yes,no,no
34,technician,divorced,secondary,1107,yes,yes,no
39,admin.,single,secondary,573,yes,no,no
39,management,single,tertiary,406,yes,no,no
